0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
-80.0,-59.60670852661133,-55.683475494384766,-80.0,-54.250328063964844,-55.46241760253906,-80.0,-42.7763557434082,-50.43778991699219,-36.566184997558594,-28.72110939025879,-80.0,-27.043485641479492,-25.74051856994629,-80.0,-28.42840576171875,-32.23820114135742,-80.0,-32.531288146972656,-52.90805435180664,-35.736812591552734,-31.617816925048828,-80.0,-29.44375228881836,-30.50386619567871,-80.0,-20.519311904907227,-27.83172035217285,-31.553089141845703,-23.60639762878418,-80.0,-33.04287338256836,-31.5688533782959,-80.0,-33.80474090576172,-37.22906494140625,-80.0,-33.54939651489258,-49.78441619873047,-29.80467414855957,-25.92020034790039,-80.0,-27.568706512451172,-28.484905242919922,-80.0,-38.48023986816406,-44.953487396240234,-55.88570785522461,-48.2861442565918,-80.0,-41.69767761230469,-40.229225158691406,-80.0,-28.519119262695312,-31.724056243896484,-80.0,-26.61731719970703,-41.12800216674805,-37.77119064331055,-33.7775993347168,-80.0,-29.397939682006836,-30.11701774597168,-80.0,-30.952604293823242,-37.107757568359375,-38.266544342041016,-30.44207763671875,-80.0,-33.84587860107422,-32.26233673095703,-80.0,-39.91974639892578,-42.84013748168945,-80.0,-52.5800666809082,-65.27494812011719,-61.20817184448242,-57.253963470458984,-80.0,-38.15224838256836,-38.768470764160156,-80.0,-32.340518951416016,-38.169349670410156,-45.09672546386719,-37.36191940307617,-80.0,-63.329933166503906,-61.7597541809082,-80.0,-63.42960739135742,-66.16878509521484,-80.0,-45.52089309692383,-57.24335479736328,-39.600433349609375,-35.58783721923828,-80.0,-33.98883056640625,-34.46500778198242,-80.0,-38.09474563598633,-43.50905227661133,-49.78054428100586,-41.9339599609375,-80.0,-52.10090637207031,-50.391883850097656,-80.0,-43.286376953125,-45.87699508666992,-80.0,-43.339778900146484,-54.25934600830078,-61.57851791381836,-57.48572540283203,-80.0,-62.20565414428711,-62.56368637084961,-80.0,-43.884464263916016,-49.08930587768555,-44.930538177490234,-36.5484619140625,-80.0,-42.10153579711914,-41.14289093017578
-80.0,-65.44377899169922,-61.54004669189453,-80.0,-54.080413818359375,-55.292503356933594,-80.0,-42.353355407714844,-50.023929595947266,-28.42424201965332,-20.491588592529297,-80.0,-16.127288818359375,-14.78446102142334,-80.0,-18.397064208984375,-22.242992401123047,-80.0,-30.027647018432617,-51.226768493652344,-33.3641357421875,-29.203981399536133,-80.0,-23.017324447631836,-24.099218368530273,-80.0,-12.10622501373291,-19.525455474853516,-22.958681106567383,-14.75198745727539,-80.0,-26.251968383789062,-24.777793884277344,-80.0,-26.550521850585938,-30.242856979370117,-80.0,-26.874021530151367,-45.1232795715332,-20.85028076171875,-16.529178619384766,-80.0,-18.810327529907227,-19.762510299682617,-80.0,-32.7982177734375,-39.97580337524414,-54.764278411865234,-46.28748321533203,-80.0,-36.61975860595703,-35.01356887817383,-80.0,-20.02530288696289,-23.566190719604492,-80.0,-17.857629776000977,-34.31747817993164,-32.201202392578125,-27.72160530090332,-80.0,-22.512237548828125,-23.335128784179688,-80.0,-22.507549285888672,-29.45228385925293,-30.478351593017578,-21.6817569732666,-80.0,-27.044811248779297,-25.305862426757812,-80.0,-36.01616668701172,-39.40761947631836,-80.0,-52.67787551879883,-67.62519073486328,-57.87514877319336,-53.22357940673828,-80.0,-30.56698226928711,-31.258644104003906,-80.0,-23.93025016784668,-30.627891540527344,-39.84178924560547,-30.74824333190918,-80.0,-61.47477722167969,-59.627071380615234,-80.0,-62.33610534667969,-65.4115219116211,-80.0,-36.8045768737793,-50.933074951171875,-30.371122360229492,-25.54962921142578,-80.0,-23.243497848510742,-23.808839797973633,-80.0,-29.56621551513672,-36.05677032470703,-48.24357986450195,-38.821353912353516,-80.0,-37.343631744384766,-35.34333419799805,-80.0,-24.25012969970703,-27.338010787963867,-80.0,-24.588104248046875,-37.894187927246094,-48.22620391845703,-43.23136901855469,-80.0,-58.90571975708008,-59.33833694458008,-80.0,-37.72532272338867,-43.996009826660156,-38.38142395019531,-28.59151840209961,-80.0,-35.33689498901367,-34.2445068359375
-80.0,-64.8909683227539,-60.98320388793945,-80.0,-53.371192932128906,-54.58328628540039,-80.0,-42.466705322265625,-50.13727951049805,-26.355226516723633,-18.42256736755371,-80.0,-14.283648490905762,-12.940818786621094,-80.0,-16.369539260864258,-20.21546745300293,-80.0,-30.58547019958496,-51.840919494628906,-34.41131591796875,-30.25115966796875,-80.0,-24.302902221679688,-25.384798049926758,-80.0,-13.28193473815918,-20.7011661529541,-24.206064224243164,-15.999369621276855,-80.0,-26.971603393554688,-25.4974308013916,-80.0,-27.327739715576172,-31.02007484436035,-80.0,-26.77871322631836,-45.03206253051758,-20.77921485900879,-16.458112716674805,-80.0,-18.865346908569336,-19.81753158569336,-80.0,-33.30594253540039,-40.48352813720703,-55.71589660644531,-47.2458610534668,-80.0,-39.06022262573242,-37.45402908325195,-80.0,-22.348602294921875,-25.889493942260742,-80.0,-20.43313980102539,-36.89298629760742,-36.345680236816406,-31.860836029052734,-80.0,-26.519519805908203,-27.342409133911133,-80.0,-26.511524200439453,-33.456260681152344,-33.752750396728516,-24.956161499023438,-80.0,-28.814550399780273,-27.075607299804688,-80.0,-37.63461685180664,-41.02607727050781,-80.0,-54.86007308959961,-69.82698059082031,-58.19929122924805,-53.54771423339844,-80.0,-31.83814811706543,-32.5321159362793,-80.0,-25.964296340942383,-32.68418502807617,-42.43754959106445,-33.32172393798828,-80.0,-62.04216384887695,-60.17692947387695,-80.0,-65.24895477294922,-68.12311553955078,-80.0,-40.851871490478516,-54.932830810546875,-33.79305648803711,-28.9715633392334,-80.0,-26.878684997558594,-27.44402313232422,-80.0,-32.88848114013672,-39.39083480834961,-44.06578063964844,-34.61056900024414,-80.0,-40.49041748046875,-38.48347091674805,-80.0,-27.862506866455078,-30.960647583007812,-80.0,-28.368518829345703,-41.71881103515625,-52.61088562011719,-47.61605453491211,-80.0,-62.352569580078125,-62.750083923339844,-80.0,-38.87128829956055,-45.162803649902344,-39.84876251220703,-30.031991958618164,-80.0,-37.06817626953125,-35.979095458984375
-80.0,-68.09200286865234,-64.23683166503906,-80.0,-59.597740173339844,-60.809837341308594,-80.0,-43.807952880859375,-51.469417572021484,-27.756649017333984,-19.823993682861328,-80.0,-15.319549560546875,-13.976717948913574,-80.0,-17.54833221435547,-21.39426040649414,-80.0,-28.222854614257812,-49.51445007324219,-31.404586791992188,-27.24443244934082,-80.0,-21.974702835083008,-23.05660057067871,-80.0,-10.997215270996094,-18.416446685791016,-21.885194778442383,-13.678500175476074,-80.0,-25.512550354003906,-24.038375854492188,-80.0,-26.092073440551758,-29.784408569335938,-80.0,-25.097299575805664,-43.35064697265625,-19.158634185791016,-14.83753490447998,-80.0,-17.207483291625977,-18.15966796875,-80.0,-31.507413864135742,-38.68499755859375,-53.52228546142578,-45.0333251953125,-80.0,-35.879615783691406,-34.27342987060547,-80.0,-18.756202697753906,-22.29709243774414,-80.0,-16.714923858642578,-33.17477035522461,-32.32296371459961,-27.838125228881836,-80.0,-22.893102645874023,-23.71599578857422,-80.0,-24.01358985900879,-30.95832061767578,-33.97847366333008,-25.181880950927734,-80.0,-32.44871139526367,-30.709768295288086,-80.0,-42.0008430480957,-45.392303466796875,-80.0,-57.68634796142578,-71.65522766113281,-58.455543518066406,-53.803977966308594,-80.0,-31.827495574951172,-32.521461486816406,-80.0,-25.784589767456055,-32.50447463989258,-42.28455352783203,-33.16840744018555,-80.0,-62.07583999633789,-60.22288513183594,-80.0,-63.63630294799805,-66.59064483642578,-80.0,-47.098697662353516,-61.07695388793945,-32.88749313354492,-28.066001892089844,-80.0,-26.22563934326172,-26.790979385375977,-80.0,-32.84532165527344,-39.347679138183594,-51.13563919067383,-41.68042755126953,-80.0,-53.324344635009766,-51.3629264831543,-80.0,-42.40397262573242,-45.47289276123047,-80.0,-43.55004119873047,-56.618797302246094,-66.60649108886719,-62.321041107177734,-80.0,-62.09156036376953,-62.518856048583984,-80.0,-36.680599212646484,-42.97211837768555,-37.56859588623047,-27.751827239990234,-80.0,-34.58281326293945,-33.49042510986328
-80.0,-65.24396514892578,-61.473514556884766,-80.0,-61.129119873046875,-62.32038116455078,-80.0,-49.497032165527344,-56.811561584472656,-53.90419006347656,-48.00051498413086,-80.0,-49.225730895996094,-48.199039459228516,-80.0,-49.92542266845703,-52.50096130371094,-80.0,-52.19892120361328,-63.80001449584961,-55.25788116455078,-52.733768463134766,-80.0,-53.4065055847168,-54.09749221801758,-80.0,-49.70311737060547,-53.62579345703125,-54.88515853881836,-50.62861251831055,-80.0,-54.583152770996094,-53.72434616088867,-80.0,-54.91474151611328,-56.71116638183594,-80.0,-54.41626739501953,-62.66992950439453,-52.62771224975586,-50.575225830078125,-80.0,-51.56831359863281,-52.034847259521484,-80.0,-57.345951080322266,-60.74097442626953,-66.08010864257812,-62.083763122558594,-80.0,-60.473487854003906,-59.74167251586914,-80.0,-53.49312210083008,-55.106849670410156,-80.0,-52.23629379272461,-59.678749084472656,-57.65093994140625,-55.575164794921875,-80.0,-53.67641067504883,-54.059669494628906,-80.0,-53.18618392944336,-56.487388610839844,-56.84051513671875,-52.737457275390625,-80.0,-58.05952072143555,-57.28826904296875,-80.0,-61.71999740600586,-63.20238494873047,-80.0,-66.32596588134766,-72.82006072998047,-67.4048843383789,-65.33145904541016,-80.0,-56.50074005126953,-56.811561584472656,-80.0,-53.51079559326172,-56.47990417480469,-59.98487854003906,-56.00910186767578,-80.0,-69.30042266845703,-68.50904846191406,-80.0,-68.03034210205078,-69.39912414550781,-80.0,-62.77855682373047,-68.8321304321289,-57.567508697509766,-55.47577667236328,-80.0,-55.14421844482422,-55.39510726928711,-80.0,-57.86982345581055,-60.581050872802734,-65.64979553222656,-61.764713287353516,-80.0,-62.4028205871582,-61.56241989135742,-80.0,-57.803070068359375,-59.079795837402344,-80.0,-58.014495849609375,-63.43173599243164,-66.88610076904297,-64.80396270751953,-80.0,-68.35650634765625,-68.53820037841797,-80.0,-59.51041030883789,-62.05635070800781,-60.02605438232422,-56.0267448425293,-80.0,-58.46355438232422,-57.99210739135742
-80.0,-59.40235137939453,-55.442264556884766,-80.0,-53.220855712890625,-54.432945251464844,-80.0,-49.66628646850586,-57.33686065673828,-52.77202606201172,-45.55429458618164,-80.0,-45.85089874267578,-44.57095718383789,-80.0,-45.5546875,-49.27168655395508,-80.0,-42.885066986083984,-60.52546310424805,-50.15345764160156,-46.29351806640625,-80.0,-51.299015045166016,-52.175865173339844,-80.0,-47.441009521484375,-52.556236267089844,-52.40285110473633,-44.5341682434082,-80.0,-48.577842712402344,-47.124366760253906,-80.0,-51.82084274291992,-54.27531433105469,-80.0,-53.66486740112305,-63.302879333496094,-51.002071380615234,-48.3702392578125,-80.0,-48.68251419067383,-49.449562072753906,-80.0,-54.348487854003906,-58.7129020690918,-65.73126220703125,-60.73625183105469,-80.0,-57.94157409667969,-56.87376403808594,-80.0,-50.254966735839844,-52.63060760498047,-80.0,-48.944393157958984,-58.53682327270508,-57.85966110229492,-55.37199401855469,-80.0,-52.992488861083984,-53.457923889160156,-80.0,-53.00285720825195,-56.92868423461914,-58.19489669799805,-53.04212188720703,-80.0,-55.56805419921875,-54.50936508178711,-80.0,-57.919620513916016,-59.7430419921875,-80.0,-67.4771957397461,-74.88764190673828,-69.5232162475586,-66.99311828613281,-80.0,-53.06612014770508,-53.70038986206055,-80.0,-50.077877044677734,-54.410884857177734,-57.9156379699707,-53.43160629272461,-80.0,-69.65304565429688,-68.78022003173828,-80.0,-70.97551727294922,-72.53055572509766,-80.0,-64.31989288330078,-71.46162414550781,-57.9427490234375,-55.61795425415039,-80.0,-54.47249221801758,-54.753326416015625,-80.0,-56.078392028808594,-59.2099723815918,-59.980995178222656,-54.92146301269531,-80.0,-59.59669876098633,-58.486328125,-80.0,-55.37253952026367,-56.87543487548828,-80.0,-56.0186767578125,-62.2730598449707,-67.25469970703125,-64.87598419189453,-80.0,-67.3984375,-67.63245391845703,-80.0,-60.245506286621094,-63.34928894042969,-58.8300666809082,-54.00644302368164,-80.0,-55.48685073852539,-54.94388198852539
-80.0,-65.65531158447266,-61.792789459228516,-80.0,-57.80131530761719,-59.01340866088867,-80.0,-52.081695556640625,-59.74199295043945,-48.781463623046875,-41.672119140625,-80.0,-39.667152404785156,-38.45419692993164,-80.0,-41.41106414794922,-44.67275619506836,-80.0,-43.06467056274414,-57.806705474853516,-47.572601318359375,-44.56714630126953,-80.0,-47.339698791503906,-48.123695373535156,-80.0,-40.7605094909668,-46.10392379760742,-48.24855422973633,-42.11981201171875,-80.0,-47.7452278137207,-46.50925064086914,-80.0,-48.25334548950195,-50.44319152832031,-80.0,-50.08567428588867,-60.52165222167969,-46.99171829223633,-44.283294677734375,-80.0,-45.68295669555664,-46.264488220214844,-80.0,-51.89439010620117,-55.881507873535156,-63.88513946533203,-59.12990188598633,-80.0,-54.804595947265625,-53.87399673461914,-80.0,-45.686798095703125,-47.88771438598633,-80.0,-43.435150146484375,-53.728477478027344,-53.99974822998047,-51.478668212890625,-80.0,-53.796913146972656,-54.25597381591797,-80.0,-49.761295318603516,-53.610652923583984,-54.18771743774414,-48.88251876831055,-80.0,-56.09910202026367,-55.01795196533203,-80.0,-61.82289505004883,-63.66626739501953,-80.0,-67.02535247802734,-74.7899169921875,-67.36058044433594,-64.8485336303711,-80.0,-52.18293380737305,-52.56289291381836,-80.0,-48.24921798706055,-51.915653228759766,-55.69981002807617,-50.86537551879883,-80.0,-67.95812225341797,-66.98417663574219,-80.0,-70.73136901855469,-72.48571014404297,-80.0,-69.50507354736328,-75.97686767578125,-62.042884826660156,-59.47303009033203,-80.0,-58.19767761230469,-58.49894714355469,-80.0,-59.25352096557617,-62.71232986450195,-63.390533447265625,-58.29433059692383,-80.0,-60.84846496582031,-59.76863098144531,-80.0,-55.85124588012695,-57.505165100097656,-80.0,-56.851165771484375,-63.799598693847656,-69.6066665649414,-67.0307846069336,-80.0,-67.9517593383789,-68.17886352539062,-80.0,-60.260807037353516,-63.469970703125,-58.0683708190918,-52.9892692565918,-80.0,-54.35307693481445,-53.7733039855957
-80.0,-52.67478942871094,-48.69215774536133,-80.0,-53.15348815917969,-54.36558532714844,-80.0,-51.5507698059082,-59.201568603515625,-56.7032356262207,-49.67494201660156,-80.0,-49.02914810180664,-47.758663177490234,-80.0,-49.064823150634766,-52.50333786010742,-80.0,-47.48725509643555,-62.568870544433594,-53.21125411987305,-49.69322204589844,-80.0,-54.548126220703125,-55.38576889038086,-80.0,-51.932613372802734,-57.33600997924805,-58.68785095214844,-52.297760009765625,-80.0,-54.07262420654297,-52.82570266723633,-80.0,-53.742530822753906,-56.27977752685547,-80.0,-53.85086441040039,-65.82335662841797,-51.843841552734375,-48.53118896484375,-80.0,-50.33591079711914,-51.06592559814453,-80.0,-56.812931060791016,-61.764739990234375,-66.16883850097656,-61.348758697509766,-80.0,-59.523162841796875,-58.58723449707031,-80.0,-51.02678298950195,-53.89263153076172,-80.0,-49.05949020385742,-60.575767517089844,-59.10890579223633,-56.29690170288086,-80.0,-57.589866638183594,-58.07444763183594,-80.0,-54.49098205566406,-58.709110260009766,-59.65859603881836,-54.428611755371094,-80.0,-60.635337829589844,-59.593017578125,-80.0,-63.338966369628906,-65.14452362060547,-80.0,-67.06652069091797,-73.67626953125,-69.37899017333984,-67.2856216430664,-80.0,-56.87299346923828,-57.363128662109375,-80.0,-52.3515625,-57.00279998779297,-61.80678939819336,-55.95706558227539,-80.0,-69.62101745605469,-68.82534790039062,-80.0,-70.86373138427734,-72.19646453857422,-80.0,-68.05929565429688,-73.18440246582031,-63.903358459472656,-62.059391021728516,-80.0,-61.68118667602539,-61.907188415527344,-80.0,-62.66757583618164,-65.14372253417969,-66.37114715576172,-62.47963333129883,-80.0,-63.14149856567383,-62.24192428588867,-80.0,-59.85942459106445,-61.11859893798828,-80.0,-60.46111297607422,-65.37820434570312,-69.0279769897461,-67.18975830078125,-80.0,-67.81482696533203,-67.97837829589844,-80.0,-62.62629699707031,-65.13446807861328,-62.72311019897461,-56.788692474365234,-80.0,-59.515357971191406,-58.81086349487305
-80.0,-64.72718811035156,-60.75947189331055,-80.0,-57.76561737060547,-58.97358703613281,-80.0,-47.602088928222656,-55.27266311645508,-34.38441848754883,-26.632905960083008,-80.0,-22.888586044311523,-21.566415786743164,-80.0,-25.03522300720215,-28.687929153442383,-80.0,-25.28615951538086,-44.76567840576172,-28.649749755859375,-24.69508934020996,-80.0,-29.88149070739746,-30.916507720947266,-80.0,-20.844938278198242,-27.69569206237793,-30.31705665588379,-22.682039260864258,-80.0,-27.62590980529785,-26.23928451538086,-80.0,-27.954532623291016,-31.192302703857422,-80.0,-35.60662841796875,-51.69956588745117,-29.52772331237793,-25.453516006469727,-80.0,-26.76869010925293,-27.667404174804688,-80.0,-37.581512451171875,-43.83346176147461,-57.58027648925781,-50.31705856323242,-80.0,-42.18333053588867,-40.7622184753418,-80.0,-26.717914581298828,-29.90817642211914,-80.0,-24.19902992248535,-39.031532287597656,-40.111019134521484,-36.207969665527344,-80.0,-41.17123031616211,-41.879364013671875,-80.0,-33.381534576416016,-39.329559326171875,-39.709163665771484,-32.23080062866211,-80.0,-43.913299560546875,-42.43914794921875,-80.0,-52.65855026245117,-55.53840637207031,-80.0,-62.91328048706055,-74.43146514892578,-65.93115234375,-61.98969650268555,-80.0,-35.59149169921875,-36.193397521972656,-80.0,-28.896474838256836,-34.637229919433594,-41.2885627746582,-33.50572967529297,-80.0,-65.84126281738281,-64.30256652832031,-80.0,-69.65060424804688,-72.0422134399414,-80.0,-67.68138885498047,-76.52981567382812,-50.203773498535156,-46.12163543701172,-80.0,-42.633968353271484,-43.11277770996094,-80.0,-45.71266174316406,-51.20530700683594,-58.946720123291016,-50.935585021972656,-80.0,-53.48727798461914,-51.771976470947266,-80.0,-44.5517692565918,-47.193824768066406,-80.0,-45.7166862487793,-56.98173141479492,-66.78150177001953,-62.75419998168945,-80.0,-62.81546401977539,-63.184017181396484,-80.0,-48.25739288330078,-53.5722541809082,-43.79558563232422,-35.46913528442383,-80.0,-37.822410583496094,-36.89350891113281
-80.0,-65.18215942382812,-61.268516540527344,-80.0,-55.621726989746094,-56.83382034301758,-80.0,-50.96986770629883,-58.64043426513672,-52.76654815673828,-45.27626037597656,-80.0,-45.1182861328125,-43.87044143676758,-80.0,-45.32815170288086,-48.97085952758789,-80.0,-39.70626449584961,-57.893402099609375,-45.53989791870117,-41.62112808227539,-80.0,-47.153892517089844,-48.07265090942383,-80.0,-42.17967987060547,-47.867454528808594,-48.798667907714844,-41.08936309814453,-80.0,-45.98387908935547,-44.5406608581543,-80.0,-48.254817962646484,-50.964717864990234,-80.0,-50.63103103637695,-62.52073669433594,-47.84249496459961,-44.2617301940918,-80.0,-45.74274444580078,-46.590431213378906,-80.0,-52.720462799072266,-57.65126419067383,-63.54928970336914,-57.76683044433594,-80.0,-53.89402389526367,-52.69821548461914,-80.0,-44.882293701171875,-47.51337432861328,-80.0,-42.81570816040039,-54.245384216308594,-53.7867546081543,-50.80922317504883,-80.0,-53.16322326660156,-53.754615783691406,-80.0,-47.97831726074219,-52.810768127441406,-51.96270751953125,-45.81184005737305,-80.0,-52.30928421020508,-51.10038757324219,-80.0,-55.27592849731445,-57.550926208496094,-80.0,-64.87798309326172,-73.5207748413086,-67.65773010253906,-64.93305969238281,-80.0,-50.295047760009766,-50.82623291015625,-80.0,-46.422611236572266,-50.84150695800781,-55.04469299316406,-50.05329132080078,-80.0,-66.678955078125,-65.51160430908203,-80.0,-68.6478271484375,-70.64268493652344,-80.0,-65.57975006103516,-73.85001373291016,-60.398963928222656,-57.427608489990234,-80.0,-54.79454040527344,-55.15217971801758,-80.0,-54.140296936035156,-57.68410110473633,-57.7138557434082,-52.12132263183594,-80.0,-55.17533874511719,-53.84860610961914,-80.0,-48.429054260253906,-50.455047607421875,-80.0,-49.66019821166992,-57.490150451660156,-62.938209533691406,-60.4036750793457,-80.0,-65.90011596679688,-66.15008544921875,-80.0,-58.057491302490234,-61.784915924072266,-56.13841247558594,-50.00737762451172,-80.0,-51.938507080078125,-51.236473083496094
